"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"TATASTEEL","T0","11-Jul-2025","160.66","161.00","161.00","161.00","161.00","159.84","161.00","2","322.00","2","2","100.00"
"TATASTEEL","EQ","14-Jul-2025","159.84","159.84","161.12","159.30","160.25","160.44","160.23","1,51,52,964","2,42,79,12,916.42","1,46,442","74,13,714","48.93"
"TATASTEEL","EQ","15-Jul-2025","160.44","160.26","160.85","157.95","159.30","159.00","159.12","1,79,93,051","2,86,29,95,009.50","1,10,529","77,20,952","42.91"
"TATASTEEL","EQ","16-Jul-2025","159.00","159.00","159.27","157.00","157.30","157.33","157.49","1,45,91,157","2,29,79,16,076.70","1,26,421","68,05,254","46.64"
"TATASTEEL","EQ","17-Jul-2025","157.33","157.50","160.70","157.12","159.97","159.90","159.06","2,17,33,241","3,45,68,71,121.62","1,38,067","84,47,552","38.87"
"TATASTEEL","EQ","18-Jul-2025","159.90","160.10","162.75","160.10","162.50","162.37","161.77","3,07,28,478","4,97,08,71,355.15","1,73,316","1,42,33,294","46.32"
"TATASTEEL","EQ","21-Jul-2025","162.37","162.50","165.60","162.49","163.18","163.02","163.66","2,98,12,899","4,87,91,17,483.09","1,74,007","1,30,51,947","43.78"
"TATASTEEL","EQ","22-Jul-2025","163.02","163.30","164.41","162.73","162.97","163.04","163.59","1,36,15,524","2,22,72,99,724.19","1,35,609","67,16,313","49.33"
"TATASTEEL","EQ","23-Jul-2025","163.04","163.25","164.14","161.88","162.51","162.77","163.02","1,42,87,149","2,32,90,66,721.33","1,22,780","66,79,262","46.75"
"TATASTEEL","EQ","24-Jul-2025","162.77","163.00","164.75","162.81","163.60","163.48","163.70","1,43,77,270","2,35,34,90,655.47","1,17,000","65,30,162","45.42"
"TATASTEEL","EQ","25-Jul-2025","163.48","163.50","163.59","161.05","161.51","161.43","161.79","1,24,43,495","2,01,31,77,001.53","1,40,857","47,98,378","38.56"
"TATASTEEL","T0","25-Jul-2025","163.48","162.00","162.00","162.00","162.00","161.43","162.00","1","162.00","1","1","100.00"
"TATASTEEL","EQ","28-Jul-2025","161.43","161.23","162.29","159.09","159.34","159.68","160.51","1,92,96,285","3,09,72,28,521.77","2,20,177","1,10,44,520","57.24"
"TATASTEEL","EQ","29-Jul-2025","159.68","158.20","162.45","158.20","162.22","161.69","160.78","1,52,62,937","2,45,39,35,250.07","95,240","63,76,395","41.78"
"TATASTEEL","EQ","30-Jul-2025","161.69","161.69","162.79","161.05","161.30","161.36","161.74","1,60,83,106","2,60,12,44,577.73","90,693","90,54,364","56.30"
"TATASTEEL","EQ","31-Jul-2025","161.36","161.00","162.13","156.56","157.30","157.94","160.15","2,62,13,891","4,19,81,75,446.12","1,55,822","84,63,894","32.29"
"TATASTEEL","EQ","01-Aug-2025","157.94","157.93","157.93","152.51","153.00","153.01","154.24","2,39,27,359","3,69,05,81,798.45","1,83,972","98,90,627","41.34"
"TATASTEEL","EQ","04-Aug-2025","153.01","153.50","159.92","153.50","159.25","159.56","158.06","3,00,64,719","4,75,19,62,110.35","2,00,990","1,07,85,153","35.87"
"TATASTEEL","EQ","05-Aug-2025","159.56","159.56","160.14","158.28","159.45","159.62","159.39","1,44,41,034","2,30,17,32,501.24","1,65,331","63,12,316","43.71"
"TATASTEEL","EQ","06-Aug-2025","159.62","159.62","159.80","157.80","158.70","158.66","158.59","1,34,38,851","2,13,12,11,060.17","2,19,272","69,59,820","51.79"
"TATASTEEL","EQ","07-Aug-2025","158.66","157.15","160.00","156.26","159.83","159.67","157.92","2,31,59,540","3,65,74,21,986.21","1,90,119","1,28,73,255","55.59"
"TATASTEEL","EQ","08-Aug-2025","159.67","159.50","159.95","157.01","158.25","157.95","158.22","1,19,51,173","1,89,08,59,315.71","1,04,268","44,90,526","37.57"
"TATASTEEL","EQ","11-Aug-2025","157.95","157.95","160.00","157.15","158.50","158.52","158.16","1,43,25,736","2,26,57,29,580.40","1,16,920","70,01,792","48.88"
"TATASTEEL","EQ","12-Aug-2025","158.52","158.52","161.65","158.50","160.13","160.16","160.62","2,00,56,598","3,22,15,39,927.51","1,33,490","71,11,731","35.46"
"TATASTEEL","EQ","13-Aug-2025","160.16","160.96","162.40","159.90","160.35","160.18","161.07","1,80,79,396","2,91,19,76,062.73","1,17,633","81,15,084","44.89"
"TATASTEEL","EQ","14-Aug-2025","160.18","160.02","160.60","154.83","155.68","155.30","156.57","4,72,56,126","7,39,89,80,151.67","1,83,512","2,98,43,274","63.15"
"TATASTEEL","EQ","18-Aug-2025","155.30","158.00","159.00","156.00","157.97","157.96","157.44","6,10,22,494","9,60,71,64,180.05","1,41,423","3,90,27,086","63.96"
"TATASTEEL","EQ","19-Aug-2025","157.96","158.50","159.46","156.76","159.20","159.23","158.52","2,12,24,239","3,36,43,66,794.33","1,28,791","1,08,38,431","51.07"
"TATASTEEL","EQ","20-Aug-2025","159.23","158.20","162.76","158.03","161.77","161.92","161.13","2,85,20,245","4,59,54,21,094.45","1,75,151","1,36,88,834","48.00"
"TATASTEEL","EQ","21-Aug-2025","161.92","161.92","162.54","161.19","161.29","161.51","161.86","1,72,82,594","2,79,72,93,208.19","1,88,647","94,76,736","54.83"
"TATASTEEL","EQ","22-Aug-2025","161.51","161.25","161.28","158.10","158.30","158.55","159.76","1,60,63,984","2,56,64,38,480.54","1,18,594","96,08,612","59.81"
"TATASTEEL","T0","22-Aug-2025","161.51","162.00","162.00","161.00","161.00","158.55","161.33","3","484.00","2","1","33.33"
"TATASTEEL","EQ","25-Aug-2025","158.55","159.20","160.33","158.64","159.65","159.63","159.62","1,63,76,542","2,61,40,49,036.29","1,04,963","93,44,185","57.06"
"TATASTEEL","EQ","26-Aug-2025","159.63","159.16","159.16","154.64","155.05","155.03","156.04","1,96,21,100","3,06,15,87,758.38","1,14,429","1,00,07,188","51.00"
"TATASTEEL","EQ","28-Aug-2025","155.03","155.78","155.87","153.16","154.17","153.63","154.13","2,22,69,875","3,43,25,03,613.00","1,22,402","1,24,87,681","56.07"
"TATASTEEL","EQ","29-Aug-2025","153.63","154.50","155.10","153.05","154.50","154.48","154.39","1,69,71,859","2,62,03,18,128.23","1,34,583","98,35,646","57.95"
"TATASTEEL","EQ","01-Sep-2025","154.48","154.48","156.36","153.70","156.17","156.17","155.56","1,07,98,622","1,67,98,36,985.28","1,19,778","53,19,594","49.26"
"TATASTEEL","EQ","02-Sep-2025","156.17","156.17","159.07","155.50","158.45","158.39","157.92","2,12,02,113","3,34,82,55,578.36","1,53,167","1,05,47,563","49.75"
"TATASTEEL","EQ","03-Sep-2025","158.39","158.40","168.00","158.40","167.83","167.85","165.43","8,23,52,014","13,62,36,59,440.32","4,22,282","3,74,17,102","45.44"
"TATASTEEL","EQ","04-Sep-2025","167.85","169.00","169.30","166.62","166.70","166.81","167.24","2,63,16,842","4,40,12,13,165.94","1,99,237","1,21,23,700","46.07"
"TATASTEEL","T0","04-Sep-2025","167.85","166.00","166.10","166.00","166.10","166.81","166.05","2","332.10","2","-","-"
"TATASTEEL","EQ","05-Sep-2025","166.81","167.00","168.00","165.94","167.80","167.68","167.03","1,67,98,170","2,80,58,13,958.21","1,60,936","86,18,329","51.31"
"TATASTEEL","EQ","08-Sep-2025","167.68","170.00","172.50","168.46","168.85","168.82","170.90","3,64,02,317","6,22,10,67,174.56","2,54,251","1,30,70,014","35.90"
"TATASTEEL","EQ","09-Sep-2025","168.82","169.30","169.72","167.99","169.45","169.15","168.83","1,40,28,910","2,36,85,38,301.06","1,12,356","62,58,999","44.62"
"TATASTEEL","EQ","10-Sep-2025","169.15","169.19","170.73","168.75","169.35","169.43","169.65","1,31,28,306","2,22,72,31,877.32","1,27,830","59,01,259","44.95"
"TATASTEEL","EQ","11-Sep-2025","169.43","169.35","170.90","168.46","169.40","169.41","169.45","1,38,29,526","2,34,34,67,550.95","1,07,091","58,56,028","42.34"
"TATASTEEL","EQ","12-Sep-2025","169.41","169.60","171.00","168.63","169.58","169.78","169.67","1,21,19,036","2,05,62,18,064.83","92,691","49,90,614","41.18"
"TATASTEEL","EQ","15-Sep-2025","169.78","169.77","170.20","168.63","169.30","169.23","169.38","1,06,11,401","1,79,73,27,327.99","1,12,903","49,07,565","46.25"
"TATASTEEL","EQ","16-Sep-2025","169.23","169.39","172.27","169.02","172.00","172.02","171.30","2,66,29,438","4,56,16,76,072.33","1,94,179","1,36,56,435","51.28"
"TATASTEEL","EQ","17-Sep-2025","172.02","172.50","172.90","169.35","171.00","171.36","171.06","2,13,81,306","3,65,74,11,231.09","1,34,365","1,15,33,766","53.94"
"TATASTEEL","EQ","18-Sep-2025","171.36","171.46","172.20","169.81","172.09","172.03","171.40","1,64,13,388","2,81,31,85,969.57","1,13,551","70,30,183","42.83"
"TATASTEEL","EQ","19-Sep-2025","172.03","172.10","172.67","170.60","171.98","171.48","171.54","2,54,06,461","4,35,82,90,313.66","1,07,824","1,77,74,662","69.96"
"TATASTEEL","EQ","22-Sep-2025","171.48","170.80","172.21","170.51","171.40","171.39","171.40","2,09,70,704","3,59,42,80,078.95","1,13,244","1,17,96,809","56.25"
"TATASTEEL","EQ","23-Sep-2025","171.39","171.45","173.81","171.20","173.21","173.29","172.77","2,45,33,561","4,23,87,37,406.43","1,57,753","85,58,859","34.89"
"TATASTEEL","EQ","24-Sep-2025","173.29","173.16","174.44","172.38","172.70","172.66","173.43","2,01,68,891","3,49,78,09,846.07","1,69,069","95,48,377","47.34"
"TATASTEEL","EQ","25-Sep-2025","172.66","172.90","173.85","171.86","172.35","172.38","172.75","1,70,26,549","2,94,13,35,157.94","1,32,269","84,53,931","49.65"
"TATASTEEL","EQ","26-Sep-2025","172.38","172.22","173.37","167.20","167.35","167.40","169.01","2,01,57,657","3,40,68,73,943.17","1,55,844","90,67,206","44.98"
"TATASTEEL","EQ","29-Sep-2025","167.40","167.60","170.28","167.56","169.30","168.98","169.20","1,68,32,342","2,84,79,70,568.50","1,17,890","95,95,870","57.01"
"TATASTEEL","EQ","30-Sep-2025","168.98","169.50","170.15","168.41","169.05","168.77","169.03","2,45,53,596","4,15,02,83,055.30","1,36,022","1,37,96,676","56.19"
"TATASTEEL","T0","30-Sep-2025","168.98","170.00","170.00","170.00","170.00","168.77","170.00","1","170.00","1","1","100.00"
"TATASTEEL","EQ","01-Oct-2025","168.77","169.00","169.74","166.13","167.56","167.51","167.55","1,75,42,776","2,93,93,51,263.43","1,55,235","67,53,409","38.50"
"TATASTEEL","EQ","03-Oct-2025","167.51","168.12","174.74","168.12","173.29","173.21","173.25","5,51,72,705","9,55,88,14,164.10","2,31,073","2,30,86,597","41.84"
"TATASTEEL","EQ","06-Oct-2025","173.21","173.30","173.48","169.30","170.35","170.06","170.45","2,14,74,004","3,66,02,41,985.27","1,44,676","93,78,321","43.67"
"TATASTEEL","T0","06-Oct-2025","173.21","170.00","170.00","170.00","170.00","170.06","170.00","2","340.00","1","2","100.00"
"TATASTEEL","EQ","07-Oct-2025","170.06","170.40","172.20","170.40","171.50","171.43","171.36","1,91,89,843","3,28,83,88,049.36","1,01,492","88,41,673","46.07"
"TATASTEEL","EQ","08-Oct-2025","171.43","172.00","173.63","170.06","172.20","171.94","172.15","2,26,62,699","3,90,13,25,663.94","1,19,943","85,58,130","37.76"
"TATASTEEL","EQ","09-Oct-2025","171.94","172.79","177.82","172.78","176.21","176.42","176.24","6,85,04,717","12,07,32,53,375.17","3,24,604","2,71,36,968","39.61"
"TATASTEEL","EQ","10-Oct-2025","176.42","176.00","176.14","172.90","173.85","173.86","173.77","1,80,85,975","3,14,27,70,545.50","1,21,139","67,70,235","37.43"
"TATASTEEL","EQ","13-Oct-2025","173.86","173.00","173.80","170.91","173.40","173.03","172.37","1,93,86,219","3,34,15,08,151.04","1,28,139","85,08,622","43.89"
"TATASTEEL","EQ","14-Oct-2025","173.03","174.91","176.45","169.25","169.32","170.51","171.78","2,20,82,970","3,79,34,85,094.01","1,48,175","82,22,019","37.23"
"TATASTEEL","EQ","15-Oct-2025","170.51","170.83","174.00","170.11","173.00","173.24","172.92","1,50,31,989","2,59,93,42,035.68","1,12,418","68,66,110","45.68"
"TATASTEEL","T0","15-Oct-2025","170.51","173.00","173.00","173.00","173.00","173.24","173.00","1","173.00","1","1","100.00"
"TATASTEEL","EQ","16-Oct-2025","173.24","173.00","174.49","172.22","173.60","174.00","173.52","1,22,05,250","2,11,78,51,922.07","1,10,540","58,83,692","48.21"
"TATASTEEL","T0","16-Oct-2025","173.24","174.00","174.00","174.00","174.00","174.00","174.00","1","174.00","1","1","100.00"
"TATASTEEL","EQ","17-Oct-2025","174.00","173.60","174.31","170.99","171.50","172.22","172.40","2,16,59,007","3,73,40,59,297.06","1,15,444","1,07,82,116","49.78"
"TATASTEEL","EQ","20-Oct-2025","172.22","173.30","173.30","170.82","172.10","171.95","171.89","1,80,49,579","3,10,24,52,657.10","1,23,559","88,97,043","49.29"
"TATASTEEL","EQ","21-Oct-2025","171.95","172.40","173.25","172.10","172.68","172.78","172.75","24,71,987","42,70,27,255.19","34,539","9,90,631","40.08"
"TATASTEEL","EQ","23-Oct-2025","172.78","173.90","176.08","173.64","174.00","174.16","174.74","3,14,72,510","5,49,94,40,199.34","1,71,010","1,86,75,222","59.34"
"TATASTEEL","EQ","24-Oct-2025","174.16","174.60","177.35","173.72","174.42","174.44","175.14","2,52,26,376","4,41,82,05,824.99","1,31,563","1,11,95,903","44.38"
"TATASTEEL","EQ","27-Oct-2025","174.44","175.89","177.90","175.53","176.61","176.66","176.83","2,38,32,477","4,21,42,08,147.16","1,45,635","1,16,30,377","48.80"
"TATASTEEL","T0","27-Oct-2025","174.44","176.00","176.00","176.00","176.00","176.66","176.00","1","176.00","1","1","100.00"
