Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-February-2025,1625.20,1644.15,1610.50,1623.40,1627.694723398534650803,74385,4502,121076072.00,,,33.65,-1.80
31-January-2025,1640.45,1640.45,1575.00,1626.75,1607.140133844613242800,81886,4861,131602277.00,19163,23.40,65.45,-13.70
30-January-2025,1604.90,1644.65,1599.00,1640.45,1621.229106738771909638,52146,3275,84540613.00,7528,14.44,45.65,35.55
29-January-2025,1618.80,1627.10,1592.40,1599.50,1618.065261261131910219,1392955,11315,2253892096.00,1320430,94.79,34.70,-19.30
28-January-2025,1603.05,1629.65,1597.00,1618.80,1612.536321272968365220,131975,7282,212814481.00,45419,34.41,32.65,15.75
27-January-2025,1633.05,1645.95,1594.20,1602.80,1614.604244402985074626,30016,2094,48463961.00,9422,31.39,51.75,-30.25
24-January-2025,1622.05,1661.75,1622.05,1643.90,1646.425852334838021014,77757,4533,128021135.00,43314,55.70,39.70,21.85
23-January-2025,1631.35,1645.00,1616.40,1636.15,1635.001833078501158522,233487,2651,381751673.00,219241,93.90,28.60,4.80
22-January-2025,1629.70,1640.45,1624.90,1631.55,1633.170248925322403279,30009,1635,49009806.00,9896,32.98,15.55,1.85
21-January-2025,1650.25,1656.50,1620.15,1625.90,1638.749526420897841763,467187,24597,765602475.00,128598,27.53,36.35,-24.35
20-January-2025,1632.45,1643.85,1618.85,1641.15,1633.520798792408007720,80822,4046,132024418.00,50528,62.52,25.00,8.70
17-January-2025,1631.95,1638.95,1622.70,1627.40,1629.800067995517332561,79417,4680,129433832.00,43305,54.53,16.25,-4.55
16-January-2025,1615.35,1635.00,1603.20,1631.45,1620.785835110686180775,67985,6085,110189125.00,38083,56.02,31.80,16.10
15-January-2025,1606.05,1614.00,1593.05,1607.95,1605.383477373256209595,73475,1870,117955551.00,53904,73.36,20.95,1.90
14-January-2025,1603.05,1633.15,1579.40,1599.95,1610.990653660055260802,308356,13306,496758634.00,144054,46.72,53.75,-3.10
13-January-2025,1584.70,1614.45,1580.05,1598.80,1600.989890067473778754,134719,4982,215683757.00,88912,66.00,34.40,14.10
10-January-2025,1607.00,1625.65,1591.90,1615.10,1611.112744106040675908,118596,4059,191071527.00,74810,63.08,33.75,8.10
9-January-2025,1606.30,1620.00,1592.50,1606.95,1603.005987863165243542,74484,6053,119398298.00,45189,60.67,27.50,0.65
8-January-2025,1597.00,1613.45,1578.85,1598.95,1591.091984099748341340,69936,4985,111274609.00,37375,53.44,34.60,1.95
7-January-2025,1592.05,1602.00,1585.00,1591.00,1591.006196397639735808,71009,5546,112975759.00,9324,13.13,17.00,-1.05
6-January-2025,1590.05,1609.30,1567.05,1587.70,1592.572531118890230449,230246,12103,366683455.00,126200,54.81,42.25,-2.35
3-January-2025,1612.20,1615.00,1594.00,1599.30,1600.761067494370397419,164310,8431,263021051.00,32294,19.65,21.00,-12.90
2-January-2025,1597.05,1618.60,1588.65,1609.75,1606.780055204345116196,56155,4698,90228734.00,20168,35.91,29.95,12.70
1-January-2025,1594.00,1606.00,1584.85,1596.05,1593.699993168932304119,73195,3060,116650871.00,48762,66.62,21.15,2.05
